Billing Period Start,Billing Period End,Work Item Key,Work Item Type,Service Date,Property Key,Client,Work Category,Worker Key,Default Worker Key,Assignment Overridden,Approved Client Price,Approved Worker Price,Cost,Business Income,Pricing Status,Price Approved At,Worker Price Overridden,Ready For Billing,No Payment,Public Holiday Flag,Source File
2026-04-27,2026-05-10,WI-0242,Job,2026-05-06,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0243,Job,2026-05-06,PROP-7BD057D4,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0244,Job,2026-05-06,PROP-85C040C1,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0245,Job,2026-05-06,PROP-507559B2,Client 3,Standard service,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0246,Job,2026-05-07,PROP-0A509508,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0247,Job,2026-05-07,PROP-15C4B2C1,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0248,Job,2026-05-07,PROP-D98A0A34,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0249,Job,2026-05-08,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0250,Job,2026-05-08,PROP-0231885B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0251,Job,2026-05-08,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0252,Job,2026-05-08,PROP-7BD057D4,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0253,Job,2026-05-08,PROP-2E327A6F,Client 2,Key handling,WRK-95B7F5D5,WRK-95B7F5D5,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0254,Job,2026-05-08,PROP-61FE70F2,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0255,Job,2026-05-08,PROP-28A7A972,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0256,Job,2026-05-09,PROP-15C4B2C1,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0257,Job,2026-05-09,PROP-16FD8C17,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0258,Job,2026-05-09,PROP-2CAD9A11,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0259,Job,2026-05-10,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0260,Job,2026-05-10,PROP-CFDA1271,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,40.00,30.00,0.00,10.00,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0261,Job,2026-05-10,PROP-38676AB9,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0262,Job,2026-05-10,PROP-D98A0A34,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0263,Job,2026-05-10,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0264,Job,2026-05-10,PROP-AA45D193,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0265,Job,2026-05-10,PROP-D8248E85,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-05-11,2026-05-24,WI-0266,Job,2026-05-11,PROP-846525D0,Client 1,Standard service,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0267,Job,2026-05-11,PROP-430CA5CF,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0268,Job,2026-05-11,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0269,Job,2026-05-11,PROP-43D8BE16,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,50.12,35.00,0.00,15.12,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0270,Job,2026-05-11,PROP-61FE70F2,Client 2,Key handling,WRK-95B7F5D5,WRK-95B7F5D5,false,66.50,50.00,0.00,16.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0271,Job,2026-05-11,PROP-28A7A972,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0272,Job,2026-05-11,PROP-507559B2,Client 2,Standard service,WRK-95B7F5D5,WRK-95B7F5D5,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0273,Job,2026-05-11,PROP-15C4B2C1,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0274,Job,2026-05-11,PROP-7BD057D4,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0275,Job,2026-05-11,PROP-85C040C1,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0276,Job,2026-05-12,PROP-BFCFD3F1,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0277,Job,2026-05-12,PROP-16FD8C17,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0278,Job,2026-05-12,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0279,Job,2026-05-12,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0280,Job,2026-05-12,PROP-D98A0A34,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0281,Job,2026-05-13,PROP-15C4B2C1,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0282,Job,2026-05-13,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0283,Job,2026-05-13,PROP-85C040C1,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0284,Job,2026-05-14,PROP-0A509508,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0285,Job,2026-05-14,PROP-61FE70F2,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0286,Job,2026-05-14,PROP-BB4737D7,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0287,Job,2026-05-14,PROP-258C656D,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0288,Job,2026-05-14,PROP-7BD057D4,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0289,Job,2026-05-15,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0290,Job,2026-05-15,PROP-16FD8C17,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0291,Job,2026-05-15,PROP-430CA5CF,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0292,Job,2026-05-15,PROP-F52FE8B4,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0293,Job,2026-05-15,PROP-D98A0A34,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0294,Job,2026-05-15,PROP-2E327A6F,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,101.50,70.00,0.00,31.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0295,Job,2026-05-16,PROP-FECE1865,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0296,Job,2026-05-16,PROP-2476444F,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,72.50,40.00,0.00,32.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0297,Job,2026-05-16,PROP-85C040C1,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0298,Job,2026-05-16,PROP-28A7A972,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0299,Job,2026-05-17,PROP-167D930B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0300,Job,2026-05-17,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0301,Job,2026-05-17,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0302,Job,2026-05-17,PROP-430CA5CF,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0303,Job,2026-05-17,PROP-23B08CAD,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0304,Job,2026-05-17,PROP-D8248E85,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0305,Job,2026-05-17,PROP-D98A0A34,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,80.50,50.00,0.00,30.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0306,Job,2026-05-17,PROP-61FE70F2,Client 2,Key handling,WRK-95B7F5D5,WRK-95B7F5D5,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0307,Job,2026-05-17,PROP-F52FE8B4,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0308,Job,2026-05-17,PROP-15C4B2C1,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0309,Job,2026-05-17,PROP-AA45D193,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0310,Job,2026-05-17,PROP-7BD057D4,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0311,Job,2026-05-18,PROP-FC154A3F,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0312,Job,2026-05-18,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0313,Job,2026-05-18,PROP-BFCFD3F1,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0314,Job,2026-05-18,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0315,Job,2026-05-18,PROP-2A4ECCC4,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,74.50,50.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0316,Job,2026-05-18,PROP-DAB50113,Client 2,Cleaning,WRK-ED6E25ED,WRK-ED6E25ED,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0317,Job,2026-05-18,PROP-28A7A972,Client 2,Cleaning,WRK-ED6E25ED,WRK-ED6E25ED,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0318,Job,2026-05-18,PROP-2476444F,Client 2,Key handling,WRK-ED6E25ED,WRK-ED6E25ED,false,72.50,40.00,0.00,32.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0319,Job,2026-05-18,PROP-C498828E,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0320,Job,2026-05-18,PROP-2CAD9A11,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0321,Job,2026-05-18,PROP-2E327A6F,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0322,Job,2026-05-18,PROP-85C040C1,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0323,Job,2026-05-18,PROP-258C656D,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,102.50,20.00,0.00,82.50,quoted,,true,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0324,Job,2026-05-18,PROP-43D9B9CC,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,100.00,67.50,0.00,32.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0325,Job,2026-05-19,PROP-D98A0A34,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0326,Job,2026-05-19,PROP-61FE70F2,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0327,Job,2026-05-20,PROP-7BD057D4,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0328,Job,2026-05-20,PROP-0231885B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0329,Job,2026-05-20,PROP-85C040C1,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0330,Job,2026-05-20,PROP-507559B2,Client 3,Standard service,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0331,Job,2026-05-21,PROP-0A509508,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0332,Job,2026-05-21,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0333,Job,2026-05-21,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0334,Job,2026-05-21,PROP-61FE70F2,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0335,Job,2026-05-21,PROP-43D9B9CC,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,100.00,67.50,0.00,32.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0336,Job,2026-05-21,PROP-15C4B2C1,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,87.50,60.00,0.00,27.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0337,Job,2026-05-22,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0338,Job,2026-05-22,PROP-16FD8C17,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0339,Job,2026-05-22,PROP-F3FD8F46,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0340,Job,2026-05-22,PROP-2A4ECCC4,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,74.50,50.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0341,Job,2026-05-23,PROP-CFDA1271,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,40.00,30.00,0.00,10.00,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0342,Job,2026-05-23,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0343,Job,2026-05-23,PROP-28A7A972,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0344,Job,2026-05-23,PROP-2E327A6F,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0345,Job,2026-05-23,PROP-D98A0A34,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0346,Job,2026-05-24,PROP-60C27B2C,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0347,Job,2026-05-24,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0348,Job,2026-05-24,PROP-167D930B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0349,Job,2026-05-24,PROP-38676AB9,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0350,Job,2026-05-24,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0351,Job,2026-05-24,PROP-2A4ECCC4,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,74.50,50.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0352,Job,2026-05-24,PROP-15C4B2C1,Client 2,Cleaning,WRK-ED6E25ED,WRK-ED6E25ED,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0353,Job,2026-05-24,PROP-BB4737D7,Client 2,Cleaning,,WRK-ED6E25ED,false,50.50,0.00,0.00,50.50,job-business,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0354,Job,2026-05-24,PROP-DAB50113,Client 2,Cleaning,WRK-ED6E25ED,WRK-ED6E25ED,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0355,Job,2026-05-24,PROP-7BD057D4,Client 2,Cleaning,WRK-ED6E25ED,WRK-ED6E25ED,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0356,Job,2026-05-24,PROP-61FE70F2,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0357,Job,2026-05-24,PROP-C498828E,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0358,Job,2026-05-24,PROP-FECE1865,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-11,2026-05-24,WI-0359,Job,2026-05-24,PROP-85C040C1,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_04.csv
2026-05-25,2026-06-07,WI-0360,Job,2026-05-25,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0361,Job,2026-05-25,PROP-FC154A3F,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0362,Job,2026-05-25,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_05.csv
